n_points,r2,mse,mae,mape
11,0.34138259112577063,0.01058070453025883,0.08124454304681847,0.6329475319092692
12,0.39252440711207437,0.009759110025162351,0.07560492168906535,0.6350340296736456
13,0.39029236821481095,0.009794967783784851,0.07589957058630246,0.6123581297376438
14,0.39104628841318323,0.009782856037646823,0.07543180486516937,0.6143308912612201
15,0.3674738819228225,0.010161547315437341,0.08098378496632619,0.6907479168955031
16,0.3906280624546541,0.009789574847739688,0.07929454190099548,0.6712056561030315
17,0.42225735980081747,0.009281449424375178,0.07639370223845274,0.6642681304126
18,0.14983975208567912,0.013657844850971409,0.0832135310749691,0.6564050221291623
19,0.561572677395084,0.007043345493105438,0.062173113264981796,0.48633523927074035
20,0.5778641135542549,0.0067816231789801515,0.059582809994692135,0.4619175523617785
21,0.5698305181583272,0.0069106830824303975,0.05933534707602652,0.4581255126314736
22,0.5583792859618144,0.007094647403364139,0.06019756132246901,0.4666443998015259
23,0.6092432476603475,0.006277516634090239,0.055890198102541505,0.4300483210123565
24,0.6329431698698347,0.005896776813201923,0.05404281137196136,0.41530853240641336
25,0.6204372665749199,0.006097684450723468,0.055312952154640785,0.4219623477238823
26,0.6092001806541896,0.006278208506581039,0.05620103353681254,0.42889048307648614
27,0.609732974869651,0.006269649154682241,0.05796619531385528,0.4700528690139306
28,0.627390539099614,0.005985979960209153,0.0558704279955196,0.44285960630095317
29,0.5225896433381492,0.007669608873775062,0.06571703277218661,0.4870273248556828
30,0.556880146277442,0.007118731118486463,0.06511849765590211,0.5403973182673499
31,0.5590111995417897,0.007084495696488057,0.06464191725166848,0.5479395469092887
32,0.5498623323866041,0.007231472467601761,0.06513589933260044,0.5591261150143854
33,0.6024414640118181,0.006386787452161768,0.05792237093317736,0.473072864034942
34,0.6011983656511273,0.006406757857254765,0.05700146819252611,0.44913165400230576
35,0.6124231203218282,0.006226431903225802,0.05629535875024791,0.44277677095972323
36,0.6113229020309877,0.006244106936556711,0.05598031605029228,0.44010267821867877
37,0.594417861912452,0.006515686813062154,0.056744601625346364,0.4484317523223011
38,0.5861792711603541,0.006648039971844686,0.05705313378832768,0.45007415630769826
39,0.49147972438327636,0.008169390470779076,0.0643461842629724,0.5142716601188669
40,0.5190798985889615,0.007725993007670427,0.06216517721169093,0.49202153434385454
41,0.7897795971874575,0.0033771958323929705,0.0375230722045696,0.25983269713160007
42,0.8008712355495327,0.003199008395066951,0.03736794540645211,0.27528374565236735
43,0.7910279893660737,0.0033571403819875486,0.03818171929786458,0.2765372009477013
44,0.7945158630299612,0.003301107607604094,0.03770441692558719,0.2717992577674367
45,0.7861449817208916,0.0034355860173693673,0.03677235593737919,0.2667503972536383
46,0.797238402512156,0.0032573699452755115,0.0363485313206728,0.2661963618685369
47,0.7979865907811112,0.0032453502827215685,0.036298628905898314,0.2655214272217497
48,0.7946113878772414,0.0032995729986327084,0.0366993110089092,0.26896310581011756
49,0.8166114708532589,0.0029461411359549485,0.03195151681910595,0.21350626143685406
50,0.8354392755012591,0.0026436720009917003,0.029089076169886215,0.18463491436109244
51,0.8335096786273413,0.002674671021227643,0.029620982032546095,0.19036329213009268
52,0.8399129752988892,0.0025718019060351877,0.02755381501562775,0.1786741459284073
53,0.8397448200605364,0.0025745033239877855,0.027083188890466535,0.17449770100164877
54,0.8393257034978922,0.0025812364416572028,0.02741537502381391,0.17749945279323595
55,0.8481095892131597,0.0024401231061629766,0.025719614166450317,0.1602441285636838
56,0.8481293331737605,0.0024398059189605754,0.025761940384492303,0.16106723285743998
57,0.8426817082577204,0.002527322144392301,0.026751322117490855,0.18476936808212943
58,0.8519355234693011,0.0023786593802259067,0.02713381889325904,0.1779931633511354
59,0.8550742595776653,0.002328235509077678,0.0266283456591901,0.1755463510290802
60,0.8560304221125504,0.002312874734934437,0.02665062589484295,0.17544290884765307
61,0.8555551753536755,0.002320509585557674,0.02670557717734843,0.17594342206060368
62,0.8559051587638644,0.0023148870936468835,0.02651957193343144,0.17531986059099058
63,0.8562479567257827,0.002309380036135557,0.02636084787562682,0.17396112128326444
64,0.8559704996516802,0.002313837390710995,0.026417604485513422,0.17394915869917232
65,0.8566231368110521,0.00230335275903297,0.026296725325050105,0.17275642926901233
66,0.8584583355308724,0.0022738702474153095,0.02608479559595902,0.17728073194706637
67,0.8585071945281867,0.002273085326447139,0.026003142660200002,0.17667783816460406
68,0.8593568649773475,0.002259435350224934,0.026258344238967363,0.17944407017412603
69,0.8569151338733012,0.0022986618191978953,0.0261336388357108,0.17734594464258868
70,0.8574514536627016,0.002290045828868889,0.025977621526971424,0.17599717323376526
71,0.8588984421776708,0.0022667999235386044,0.025489205997526153,0.1712336543656788
72,0.8660912069928213,0.0021512479836121546,0.02379326326971611,0.1463295993002084
73,0.8669454610850146,0.002137524371054279,0.023746582807724192,0.1445906803177497
74,0.8677046870294061,0.002125327387978712,0.023392380924012576,0.1413295176145817
