n_points,r2,mse,mae,mape
11,0.28950372902760557,0.011414139698887282,0.07322934164765664,0.42555887486421046
12,0.30709831832579626,0.011131482198209282,0.07083492398241936,0.5360504242210469
13,0.30557988642307377,0.011155875843283876,0.07037434344480417,0.5321019401519701
14,0.24328136573119175,0.012156703078081268,0.07377473283910223,0.5461844121267069
15,0.06011483342977397,0.015099277829371363,0.08269694139141626,0.6013347014334902
16,-0.03659535709705297,0.01665292936855319,0.08853250346294554,0.6190063868888427
17,-0.04036089540006982,0.016713422832049234,0.08615861907405072,0.5890255095437954
18,0.23987447102614234,0.012211434923541362,0.07285669002455908,0.52588156218056
19,0.26459189458577526,0.011814348918965866,0.07096978577203408,0.5070418037094367
20,0.1075027950590407,0.014337989084897465,0.07548453069134133,0.5373332307314197
21,0.6188562876611178,0.00612308291503692,0.05227012712935629,0.36215387466851573
22,0.722758864579738,0.004453885515308988,0.04508951362837598,0.2899004814164965
23,0.7067180527346533,0.004711581543794517,0.04687654691989702,0.3013557575505381
24,0.7177216054882389,0.004534809203889606,0.04439783464193573,0.2799841290885122
25,0.7425230850681366,0.004136372837324846,0.04247882082011297,0.2760643403476102
26,0.7730767117644322,0.003645528088848017,0.04065965168065192,0.26382293841505844
27,0.7529879362464387,0.003968254751196502,0.042637293500406605,0.2714824132963291
28,0.7415961822269965,0.004151263553783623,0.042369422207046425,0.26488863175992355
29,0.7496286696460115,0.004022221450009155,0.042078728180990926,0.26981365446060185
30,0.7773880111118799,0.003576266961033594,0.03969643249824952,0.25341000983681117
31,0.7327251077442822,0.004293777578926014,0.04272666172953275,0.267359086732232
32,0.7770307451520082,0.0035820064472803716,0.03828050134083588,0.24374468223903503
33,0.7805469337195909,0.0035255187932873512,0.03973800385195761,0.26569205052301187
34,0.7804983769276443,0.0035262988593190133,0.04044446046116607,0.27496053189808506
35,0.773277581440375,0.0036423011126679125,0.04195913458616339,0.2907272210508414
36,0.77132537017539,0.003673663433640805,0.041052615413668475,0.2750389482331108
37,0.7772424112937164,0.003578606025617812,0.04067668787926398,0.2688599243594971
38,0.7851912511840761,0.003450907721405069,0.03753837966861329,0.23923302880644245
39,0.7491628686059133,0.004029704554932834,0.04239616099774942,0.2786899928639893
40,0.7715313259029872,0.0036703547499184227,0.04004957878376386,0.26798196617137177
41,0.7586111687612076,0.0038779173854633143,0.0416285209539781,0.2787225300038677
42,0.786075178072902,0.003436707414654896,0.038271303378614376,0.26277825694591117
43,0.7550816371031824,0.0039346193965255375,0.04110471752857408,0.2676361133086029
44,0.7493034416405993,0.004027446245746204,0.04138204796496597,0.27554734987991825
45,0.7652467446166874,0.003771316699588705,0.039782780101669364,0.26203723159449477
46,0.7960467971209558,0.003276513114573911,0.037160210269083296,0.2411851580283161
47,0.7924266541277619,0.003334670798917154,0.03758028740585265,0.24677893432357045
48,0.8196109304814868,0.0028979547448132904,0.03232625732000973,0.21292857231452095
49,0.8307212070795413,0.002719467883777534,0.032397290652852836,0.20044566595089522
50,0.8643363313937268,0.0021794401023615176,0.02860629545092173,0.1861641814958934
51,0.8680223766995298,0.0021202236957795642,0.028152519698230193,0.19036524735611238
52,0.8838768301182772,0.0018655215198998603,0.024813847201496257,0.15483967631427392
53,0.8783531903335301,0.0019542589260274773,0.026233830907800317,0.17612112507511438
54,0.860553379526704,0.0022402133151825632,0.029713074870859457,0.20086127614153731
55,0.8696608277650941,0.0020939019399643694,0.02934185578901964,0.20968745711718195
56,0.8719062518909977,0.002057829147321504,0.027840280991944365,0.19046045506467077
57,0.8725515653236514,0.002047462171489531,0.026624897353984194,0.17583440558705532
58,0.8835642086339501,0.0018705437915721656,0.024751916380282204,0.16257657431917016
59,0.8826712168905646,0.0018848897254290801,0.024778238988539616,0.16369165703969496
60,0.8743478417348823,0.0020186049476964424,0.02580765562612353,0.17189875098325824
61,0.8825661728088717,0.0018865772611304894,0.025301899103175114,0.17140718032394145
62,0.8879317013327355,0.0018003799162156068,0.023732611495426607,0.16922136685555195
63,0.8880362055279782,0.0017987010538030167,0.023972536758006143,0.1667291126525601
64,0.8899335468842117,0.0017682202192352506,0.024363859664209182,0.1755035365497379
65,0.8996838708861505,0.0016115810293979428,0.022265683835855435,0.1538744127688022
66,0.9018374072947821,0.001576984415145317,0.022182886762707715,0.16129848701313207
67,0.9030056737142884,0.0015582161869890827,0.02169616396082539,0.1504303806315265
68,0.9027622481164301,0.0015621268250793252,0.022087458096018517,0.15305837657451782
69,0.9038147585703159,0.001545218219297694,0.021241234550957718,0.14350340373054069
70,0.9020532989239665,0.0015735161109247235,0.022012445612913753,0.15164245001549798
71,0.9045988124100206,0.0015326223754861706,0.020827699430876735,0.14351271055599688
72,0.9093469031743365,0.001456344183043687,0.021681897524920262,0.14860446036384378
73,0.9070176395792368,0.0014937638587776841,0.02199022032640791,0.15090539350372043
74,0.9095433486869138,0.0014531882811545658,0.022542747765441403,0.14653686056414544
75,0.9059226718462888,0.0015113545417696395,0.022811163791430143,0.15090241761712042
76,0.908306005853045,0.0014730662235705972,0.022634206945932434,0.15080831318671287
77,0.9075025453427195,0.0014859738360128746,0.0234961645619625,0.16407846492475822
78,0.9139963360614204,0.001381650931774199,0.02260029068260329,0.15872075331718738
79,0.9100939505679243,0.0014443428486799895,0.022524796183180595,0.15357241944674768
80,0.904169652849644,0.0015395168341559497,0.023462333253222185,0.15215235188808787
81,0.9088056177410013,0.0014650399465620592,0.022900424442958804,0.15368049113430346
82,0.9049326229509342,0.0015272597011096597,0.023114375598489383,0.15441383301511016
83,0.9014348865004069,0.001583450921397937,0.023274310289062548,0.1520241684993789
84,0.913614988172264,0.001387777294794724,0.02184149531336798,0.1472047389162569
85,0.9134010434197992,0.001391214322393947,0.02110968532824738,0.14138489210123295
86,0.9128635850211876,0.0013998486045073448,0.021273505587160055,0.14090050192902734
87,0.9115839507279742,0.0014204059602359472,0.022125840798774436,0.14426460425223062
88,0.9147121128564567,0.0013701519603290916,0.021923280646717794,0.1487538592912574
89,0.9162046431617675,0.0013461744250405179,0.021090782614533975,0.13740301808524377
90,0.9168572446401505,0.0013356903665784393,0.020535201337395184,0.12969727085568716
91,0.9178996466142525,0.0013189441537679023,0.0205442106525536,0.13515408008606006
92,0.9143009308409814,0.0013767576093072094,0.021008730041884166,0.1357992158137402
93,0.9210010671169794,0.0012691197587226357,0.019929243968392785,0.1246083264654574
94,0.9158691924114826,0.001351563449420067,0.021639453169010923,0.1402095671122591
95,0.9192966936239326,0.0012965005599224662,0.020004525712832743,0.12122524865089766
96,0.9200069747858058,0.0012850898759564358,0.019969180644539584,0.12494945636186812
97,0.9172297229117361,0.0013297064941777301,0.019771486323493685,0.12685681866288304
98,0.914673249283034,0.0013707763045717966,0.020591908963803737,0.13110702275651068
99,0.9124936138748915,0.0014057921998799174,0.02097924598010901,0.1353260257751618
100,0.914032265868134,0.0013810737185643075,0.020963230352356012,0.13486418923420973
101,0.9145838671110167,0.0013722122313171957,0.020832299343657826,0.13776698438974058
102,0.9141637542459392,0.0013789613546091892,0.02033758537530988,0.12883153448855733
103,0.9180609837940602,0.0013163522680899814,0.020112069154337376,0.12919294995344321
104,0.918934511223021,0.0013023190289129162,0.02025688248825996,0.12760388993529176
105,0.915806695829278,0.0013525674585178353,0.02052731132230675,0.12924267592073407
106,0.9142143092685785,0.0013781491869533397,0.021181293320835928,0.1323774529796825
107,0.9170528849161805,0.001332547400833835,0.022719367007658857,0.14588902251459585
108,0.9282180100958528,0.0011531793960138706,0.0201643753384979,0.1244032211722647
109,0.9230894645955062,0.00123556960295041,0.021524429837692774,0.1402646058745825
110,0.927526403254114,0.001164290076577343,0.02025909682453696,0.13173724587555385
